OID_;ID;ADRCD;SUBCD;LandID;Land;BezirkID;Bezirk;ArtLang;NameLang;Plz;Ort;Strasse;Hnr;Telefon;IntVorwahl;NatVorwahl;TelefonNummer;Durchwahl;FaxDurchwahl;EMailAdresse;X;Y
103;927;5618228;001;5;Salzburg;501;Salzburg (Stadt);Polizeiinspektion;Salzburg-Gnigl;5020;Salzburg;Minnesheimstraße;20;+43 59133 5584 100;+43;59133;5584;100;109;PI-S-Salzburg-Gnigl@polizei.gv.at;13,070142550000000;47,813113889999997
104;928;5626407;001;5;Salzburg;501;Salzburg (Stadt);Polizeiinspektion;Salzburg-Itzling;5020;Salzburg;Jakob-Haringer-Straße;5a;+43 59133 5585 100;+43;59133;5585;100;109;PI-S-Salzburg-Itzling@polizei.gv.at;13,041387560000000;47,822723390000000
105;929;7236605;001;5;Salzburg;501;Salzburg (Stadt);Polizeiinspektion;Salzburg-Lehen;5020;Salzburg;Rudolf-Biebl-Straße;41;+43 59133 5586 100;+43;59133;5586;100;109;PI-S-Salzburg-Lehen@polizei.gv.at;13,026183039999999;47,810722640000002
106;930;5617940;001;5;Salzburg;501;Salzburg (Stadt);Polizeiinspektion;Salzburg-Maxglan;5020;Salzburg;Maxglaner Hauptstraße;72;+43 59133 5587 100;+43;59133;5587;100;109;PI-S-Salzburg-Maxglan@polizei.gv.at;13,018403510000001;47,801497050000002
107;931;5621893;001;5;Salzburg;501;Salzburg (Stadt);Polizeiinspektion;Salzburg-Rathaus;5020;Salzburg;Rudolfskai;2;+43 59133 5588 100;+43;59133;5588;100;109;PI-S-Salzburg-Rathaus@polizei.gv.at;13,044731770000000;47,800334149999998
108;932;7259959;001;5;Salzburg;501;Salzburg (Stadt);Polizeiinspektion;Salzburg-Taxham;5020;Salzburg;Europastraße;1;+43 59133 5589 100;+43;59133;5589;100;109;PI-S-Salzburg-Taxham@polizei.gv.at;13,008487199999999;47,815245500000003
109;934;5610493;001;5;Salzburg;501;Salzburg (Stadt);Verkehrsinspektion;Salzburg;5020;Salzburg;Franz-Hinterholzer-Kai;4;+43 59133 554040;+43;59133;554040;;;VI-S-Salzburg@polizei.gv.at;13,060234070000000;47,793914800000003
110;936;5641058;001;5;Salzburg;503;Salzburg-Umgebung;Autobahnpolizeiinspektion;Anif;5081;Anif;Eichenstraße;16;+43 59133 5111;+43;59133;5111;;209;API-S-Anif@polizei.gv.at;13,054468160000001;47,738040929999997
111;937;7062728;001;5;Salzburg;503;Salzburg-Umgebung;Bezirkspolizeikommando;Salzburg-Land;5081;Anif;Alpenstraße;111;+43 59133 5110 305;+43;59133;5110;305;309;BPK-S-Salzburg-Umgebung@polizei.gv.at;13,050757409999999;47,736148839999998
112;938;5641990;001;5;Salzburg;503;Salzburg-Umgebung;Polizeiinspektion;Bergheim;5101;Bergheim;Dorfstraße;39;+43 59133 5112;+43;59133;5112;;109;PI-S-Bergheim@polizei.gv.at;13,022868160000000;47,841262819999997
113;939;5648021;001;5;Salzburg;503;Salzburg-Umgebung;Polizeiinspektion;Eugendorf;5301;Eugendorf;Kirchenstraße;6;+43 59133 5113;+43;59133;5113;;109;PI-S-Eugendorf@polizei.gv.at;13,125411550000001;47,864927760000000
114;940;5646639;001;5;Salzburg;503;Salzburg-Umgebung;Polizeiinspektion;Glasenbach;5061;Glasenbach;Johann-Herbst-Straße;6;+43 59133 5114;+43;59133;5114;;109;PI-S-Glasenbach@polizei.gv.at;13,085898400000000;47,770050050000002
115;943;7433523;001;5;Salzburg;503;Salzburg-Umgebung;Polizeiinspektion;Hof bei Salzburg;5322;Hof bei Salzburg;Brunnfeldstraße;4;+43 59133 5117;+43;59133;5117;;109;PI-S-Hof@polizei.gv.at;13,215486530000000;47,818206789999998
116;944;7301000;001;5;Salzburg;503;Salzburg-Umgebung;Polizeiinspektion;Lamprechtshausen;5112;Lamprechtshausen;Hauptstraße;1a;+43 59133 5118;+43;59133;5118;;109;PI-S-Lamprechtshausen@polizei.gv.at;12,956143850000000;47,992103870000001
117;945;5659127;001;5;Salzburg;503;Salzburg-Umgebung;Polizeiinspektion;Neumarkt am Wallersee-Seedienst;5202;Neumarkt am Wallersee;Hauptstraße;39;+43 59133 5121;+43;59133;5121;;109;PI-S-Neumarkt-am-Wallersee@polizei.gv.at;13,224277499999999;47,944931029999999
118;946;7015308;001;5;Salzburg;503;Salzburg-Umgebung;Polizeiinspektion;Oberndorf bei Salzburg;5110;Oberndorf bei Salzburg;Uferstraße;26;+43 59133 5122;+43;59133;5122;;109;PI-S-Oberndorf@polizei.gv.at;12,939841610000000;47,939510380000002
119;947;7203166;002;5;Salzburg;503;Salzburg-Umgebung;Polizeiinspektion;Obertrum am See-Seedienst;5162;Obertrum am See;Obertrum;1;+43 59133 5123;+43;59133;5123;;109;PI-S-Obertrum@polizei.gv.at;13,072921190000001;47,937499629999998
120;948;5673123;001;5;Salzburg;503;Salzburg-Umgebung;Polizeiinspektion;Seekirchen am Wallersee;5201;Seekirchen am Wallersee;Bahnhofstraße;5;+43 59133 5126;+43;59133;5126;;109;PI-S-Seekirchen@polizei.gv.at;13,126101269999999;47,895429030000003
121;949;5664644;001;5;Salzburg;503;Salzburg-Umgebung;Polizeiinspektion;Sankt Gilgen-Seedienst;5340;Sankt Gilgen;Schwarzenbrunner Straße;9;+43 59133 5127;+43;59133;5127;;109;PI-S-St-Gilgen@polizei.gv.at;13,363647930000001;47,766273769999998
122;950;5666767;001;5;Salzburg;503;Salzburg-Umgebung;Polizeiinspektion;Strasswalchen;5204;Straßwalchen;Salzburger Straße;3;+43 59133 5128;+43;59133;5128;;109;PI-S-Strasswalchen@polizei.gv.at;13,254285820000000;47,978530890000002
123;951;5668141;001;5;Salzburg;503;Salzburg-Umgebung;Polizeiinspektion;Strobl;5350;Strobl;Moosgasse;5;+43 59133 5129;+43;59133;5129;;109;PI-S-Strobl@polizei.gv.at;13,481966979999999;47,718112949999998
124;954;7334369;001;5;Salzburg;503;Salzburg-Umgebung;Polizeiinspektion;Wals;5071;Wals-Siezenheim;Walserfeldstraße;50;+43 59133 5132;+43;59133;5132;;109;PI-S-Wals@polizei.gv.at;12,976215370000000;47,788871770000000
125;955;7451159;001;5;Salzburg;504;Sankt Johann im Pongau;Polizeiinspektion;Altenmarkt im Pongau;5541;Altenmarkt im Pongau;Malergasse;11;+43 59133 5141;+43;59133;5141;;109;PI-S-Altenmarkt@polizei.gv.at;13,426423600000000;47,380397819999999
126;956;5678241;001;5;Salzburg;504;Sankt Johann im Pongau;Polizeiinspektion;Bad Gastein;5640;Bad Gastein;Hauptschulstraße;2;+43 59133 5143;+43;59133;5143;;109;PI-S-Bad-Gastein@polizei.gv.at;13,134344470000000;47,107360110000002
127;957;5676307;001;5;Salzburg;504;Sankt Johann im Pongau;Polizeiinspektion;Bad Hofgastein;5630;Bad Hofgastein;Gerichtsstraße;4;+43 59133 5142;+43;59133;5142;;109;PI-S-Bad-Hofgastein@polizei.gv.at;13,109169010000000;47,170310979999996
128;958;7023085;001;5;Salzburg;504;Sankt Johann im Pongau;Polizeiinspektion;Bischofshofen;5500;Bischofshofen;Ellmauthalerstraße;4;+43 59133 5144;+43;59133;5144;;109;PI-S-Bischofshofen@polizei.gv.at;13,216763500000001;47,419143679999998
129;959;5682623;001;5;Salzburg;504;Sankt Johann im Pongau;Polizeiinspektion;Flachau;5542;Flachau;Flachauer Landesstraße;222;+43 59133 5146;+43;59133;5146;;109;PI-S-Flachau@polizei.gv.at;13,392608210000001;47,341102769999999
130;22;7110314;001;2;Kärnten;208;Völkermarkt;Polizeiinspektion;Sankt Kanzian am Klopeinersee;9122;Sankt Kanzia am Klopeinersee;Klopeiner Straße;1a;+43 59133 2154 100;+43;59133;2154;100;109;PI-K-St-Kanzian-am-Klopeinersee@polizei.gv.at;14,575364120000000;46,615428930000000
131;23;7494010;001;2;Kärnten;208;Völkermarkt;Bezirkspolizeikommando;Völkermarkt;9100;Völkermarkt;Ritzingstraße;3;+43 59133 2140 305;+43;59133;2140;305;309;BPK-K-Voelkermarkt@polizei.gv.at;14,623348300000000;46,660750870000001
132;25;6159528;001;2;Kärnten;209;Wolfsberg;Polizeiinspektion;Bad Sankt Leonhard im Lavanttal;9462;Bad Sankt Leonhard im Lavanttal;Hauptplatz;18;+43 59133 2161 100;+43;59133;2161;100;109;PI-K-Bad-St-Leonhard-im-Lavanttal@polizei.gv.at;14,792670260000000;46,963249210000001
133;26;6161975;001;2;Kärnten;209;Wolfsberg;Polizeiinspektion;Lavamünd;9473;Lavamünd;Lavamünd;100;+43 59133 2162 100;+43;59133;2162;100;109;PI-K-Lavamuend@polizei.gv.at;14,941015250000000;46,644214630000000
134;28;6162574;001;2;Kärnten;209;Wolfsberg;Polizeiinspektion;Preitenegg;9451;Preitenegg;Preitenegg;5;+43 59133 2164 100;+43;59133;2164;100;109;PI-K-Preitenegg@polizei.gv.at;14,924705510000001;46,938636780000003
135;30;6163766;001;2;Kärnten;209;Wolfsberg;Polizeiinspektion (FGP-SB);Sankt Andrä (FGP-SB);9433;Sankt Andrä;Burgstall-St. Andrä;61;+43 59133 2166 100;+43;59133;2166;100;109;PI-K-St-Andrae-im-Lavanttal@polizei.gv.at;14,822005010000000;46,760229410000001
136;31;6160951;001;2;Kärnten;209;Wolfsberg;Polizeiinspektion;Sankt Gertraud;9413;Sankt Gertraud;Sankt Gertraud;1;+43 59133 2167 100;+43;59133;2167;100;109;PI-K-St-Gertraud-im-Lavanttal@polizei.gv.at;14,875916490000000;46,868175510000000
137;32;6167036;001;2;Kärnten;209;Wolfsberg;Polizeiinspektion;Sankt Paul im Lavanttal;9470;Sankt Paul im Lavanttal;Hauptstraße;19;+43 59133 2168 100;+43;59133;2168;100;109;PI-K-St-Paul-im-Lavanttal@polizei.gv.at;14,870081900000001;46,700363160000002
138;34;6169321;001;2;Kärnten;209;Wolfsberg;Bezirkspolizeikommando;Wolfsberg;9400;Wolfsberg;Lindhofstraße;3;+43 59133 2160 305;+43;59133;2160;305;309;BPK-K-Wolfsberg@polizei.gv.at;14,844200000000001;46,834400000000002
139;548;6183223;001;2;Kärnten;210;Feldkirchen;Polizeiinspektion;Bodensdorf-Seedienst;9551;Bodensdorf;10.-Oktober-Straße;2;+43 59133 2201 100;+43;59133;2201;100;109;PI-K-Bodensdorf@polizei.gv.at;13,974181180000000;46,685436250000002
140;549;7296978;001;2;Kärnten;210;Feldkirchen;Bezirkspolizeikommando;Feldkirchen;9560;Feldkirchen;10.-Oktober-Straße;27;+43 59133 2200 305;+43;59133;2200;305;309;BPK-K-Feldkirchen@polizei.gv.at;14,098246430000000;46,722283419999997
141;552;6181296;001;2;Kärnten;210;Feldkirchen;Polizeiinspektion;Patergassen;9564;Patergassen;Patergassen;55;+43 59133 2205 100;+43;59133;2205;100;109;PI-K-Patergassen@polizei.gv.at;13,864601140000000;46,817985540000002
142;553;6058104;001;2;Kärnten;203;Hermagor;Bezirkspolizeikommando;Hermagor;9620;Hermagor;Gösseringlände;7;+43 59133 2210 305;+43;59133;2210;305;309;BPK-K-Hermagor@polizei.gv.at;13,372547450000001;46,625731660000000
143;556;6061939;001;2;Kärnten;203;Hermagor;Polizeiinspektion;Kötschach-Mauthen;9640;Kötschach-Mauthen;Kötschach;390;+43 59133 2212 100;+43;59133;2212;100;109;PI-K-Koetschach-Mauthen@polizei.gv.at;13,000317799999999;46,671706399999998
144;557;6063969;001;2;Kärnten;203;Hermagor;Polizeiinspektion;Liesing;9653;Liesing;Liesing;37;+43 59133 2213 100;+43;59133;2213;100;109;PI-K-Liesing@polizei.gv.at;12,818262100000000;46,691753390000002
145;558;6062727;001;2;Kärnten;203;Hermagor;Polizeiinspektion;Sankt Stefan an der Gail;9623;Sankt Stefan an der Gailtal;Bach;26;+43 59133 2215 100;+43;59133;2215;100;109;PI-K-St-Stefan-an-der-Gail@polizei.gv.at;13,520463950000000;46,619918830000003
146;560;7503064;000;2;Kärnten;204;Klagenfurt (Land);Polizeiinspektion;Ebenthal in Kärnten;9065;Ebenthal in Kärnten;Medizinweg;2;+43 59133 2103 100;+43;59133;2103;100;109;PI-K-Ebenthal@polizei.gv.at;14,359452780000000;46,611602800000000
147;561;6067205;001;2;Kärnten;204;Klagenfurt (Land);Polizeiinspektion;Feistritz im Rosental-Seedienst;9181;Feistritz im Rosental;Hauptplatz;126;+43 59133 2104 100;+43;59133;2104;100;109;PI-K-Feistritz-im-Rosental@polizei.gv.at;14,168848040000000;46,522659300000001
148;563;6067924;001;2;Kärnten;204;Klagenfurt (Land);Bezirkspolizeikommando;Klagenfurt-Land;9170;Ferlach;Loiblstraße;6;+43 59133 2100 305;+43;59133;2100;305;309;BPK-K-Klagenfurt@polizei.gv.at;14,300252920000000;46,523452759999998
149;573;6074933;001;2;Kärnten;204;Klagenfurt (Land);Polizeiinspektion;Maria Saal;9063;Maria Saal;Hauptplatz;9;+43 59133 2111 100;+43;59133;2111;100;109;PI-K-Maria-Saal@polizei.gv.at;14,347526550000000;46,681297309999998
150;574;6076977;001;2;Kärnten;204;Klagenfurt (Land);Polizeiinspektion;Moosburg;9062;Moosburg;Klagenfurter Straße;5;+43 59133 2112 100;+43;59133;2112;100;109;PI-K-Moosburg@polizei.gv.at;14,174344070000000;46,658229830000003
151;576;6079077;001;2;Kärnten;204;Klagenfurt (Land);Polizeiinspektion;Pörtschach am Wörthersee;9210;Pörtschach am Wörther See;Postgasse;2;+43 59133 2114 100;+43;59133;2114;100;109;PI-K-Poertschach-am-Woerthersee@polizei.gv.at;14,146715170000000;46,634838109999997
152;577;6076193;001;2;Kärnten;204;Klagenfurt (Land);Polizeiinspektion;Reifnitz am Wörther See-Seedienst;9081;Reifnitz am Wörther See;Seenstraße;55;+43 59133 2115 100;+43;59133;2115;100;109;PI-K-Reifnitz-am-Woerthersee@polizei.gv.at;14,173307560000000;46,603084610000003
153;595;6099825;001;2;Kärnten;206;Spittal an der Drau;Polizeiinspektion;Bad Kleinkirchheim;9546;Bad Kleinkirchheim;Dorfstraße;58;+43 59133 2221 100;+43;59133;2221;100;109;PI-K-Bad-Kleinkirchheim@polizei.gv.at;13,793332100000001;46,812904359999997
154;596;6103147;001;2;Kärnten;206;Spittal an der Drau;Polizeiinspektion;Gmünd in Kärnten;9853;Gmünd in Kärnten;Untere Vorstadt;31;+43 59133 2223 100;+43;59133;2223;100;109;PI-K-Gmuend-in-Kaernten@polizei.gv.at;13,530772210000000;46,904933929999999
155;597;6103788;003;2;Kärnten;206;Spittal an der Drau;Polizeiinspektion;Greifenburg;9761;Greifenburg;Schulstraße;241;+43 59133 2224 100;+43;59133;2224;100;109;PI-K-Greifenburg@polizei.gv.at;13,177888870000000;46,749408729999999
156;598;6104529;001;2;Kärnten;206;Spittal an der Drau;Polizeiinspektion;Heiligenblut;9844;Heiligenblut;Hof;14;+43 59133 2225 100;+43;59133;2225;100;109;PI-K-Heiligenblut@polizei.gv.at;12,846124939999999;47,037611009999999
157;600;6105621;001;2;Kärnten;206;Spittal an der Drau;Autobahnpolizeiinspektion;Spittal an der Drau;9851;Lieserbrücke;Feichtendorf;17;+43 59133 2236 200;+43;59133;2236;200;209;API-K-Spittal-an-der-Drau@polizei.gv.at;13,465132860000001;46,830216210000003
158;602;6107249;001;2;Kärnten;206;Spittal an der Drau;Polizeiinspektion;Millstatt-Seedienst;9872;Millstatt;Kaiser-Franz-Josef-Straße;179;+43 59133 2228 100;+43;59133;2228;100;109;PI-K-Millstatt@polizei.gv.at;13,570157060000000;46,803165440000001
159;603;6121776;001;2;Kärnten;206;Spittal an der Drau;Polizeiinspektion;Möllbrücke;9813;Möllbrücke;Hauptstraße;2;+43 59133 2229 100;+43;59133;2229;100;109;PI-K-Moellbruecke@polizei.gv.at;13,369010930000000;46,837234500000001
160;604;6108975;001;2;Kärnten;206;Spittal an der Drau;Polizeiinspektion;Oberdrauburg;9781;Oberdrauburg;Marktstraße;6;+43 59133 2231 100;+43;59133;2231;100;109;PI-K-Oberdrauburg@polizei.gv.at;12,971757889999999;46,748691559999997
161;605;6109421;001;2;Kärnten;206;Spittal an der Drau;Polizeiinspektion;Obervellach;9821;Obervellach;Obervellach;15;+43 59133 2232 100;+43;59133;2232;100;109;PI-K-Obervellach@polizei.gv.at;13,200043250000000;46,932382040000000
162;606;6110595;001;2;Kärnten;206;Spittal an der Drau;Polizeiinspektion;Radenthein;9545;Radenthein;Neue Heimat;27;+43 59133 2233 100;+43;59133;2233;100;109;PI-K-Radenthein@polizei.gv.at;13,701891900000000;46,799877170000002
163;607;6112883;001;2;Kärnten;206;Spittal an der Drau;Polizeiinspektion;Rennweg am Katschberg;9863;Rennweg am Katschberg;Rennweg am Katschberg;6;+43 59133 2234 100;+43;59133;2234;100;109;PI-K-Rennweg-am-Katschberg@polizei.gv.at;13,612740519999999;47,017337800000000
164;608;6115041;001;2;Kärnten;206;Spittal an der Drau;Polizeiinspektion;Seeboden am Millstätter See;9871;Seeboden am Millstätter See;Hauptplatz;9;+43 59133 2235 100;+43;59133;2235;100;109;PI-K-Seeboden@polizei.gv.at;13,518363630000000;46,818908370000003
165;609;6115949;001;2;Kärnten;206;Spittal an der Drau;Bezirkspolizeikommando;Spittal an der Drau;9800;Spittal an der Drau;Dr.-Arthur-Lemisch-Platz;2;+43 59133 2220 305;+43;59133;2220;305;309;BPK-K-Spittal-an-der-Drau@polizei.gv.at;13,495172780000001;46,796748930000000
166;612;6119347;007;2;Kärnten;206;Spittal an der Drau;Polizeiinspektion;Steinfeld;9754;Steinfeld;Josef-Fräß-Ehrfeld-Straße;18F;+43 59133 2238 100;+43;59133;2238;100;109;PI-K-Steinfeld@polizei.gv.at;13,250470220000000;46,751552160000003
167;614;6120826;001;2;Kärnten;206;Spittal an der Drau;Polizeiinspektion;Winklern;9841;Winklern;Winklern;81;+43 59133 2241 100;+43;59133;2241;100;109;PI-K-Winklern@polizei.gv.at;12,875774390000000;46,869209290000001
168;615;6084069;001;2;Kärnten;205;Sankt Veit an der Glan;Polizeiinspektion;Althofen;9330;Althofen;Hauptplatz;4;+43 59133 2129 100;+43;59133;2129;100;109;PI-K-Althofen@polizei.gv.at;14,469299729999999;46,872027600000003
169;616;6084732;001;2;Kärnten;205;Sankt Veit an der Glan;Polizeiinspektion;Brückl;9371;Brückl;Koschatstraße;10;+43 59133 2121 100;+43;59133;2121;100;109;PI-K-Brueckl@polizei.gv.at;14,530632980000000;46,751102449999998
170;617;6086592;001;2;Kärnten;205;Sankt Veit an der Glan;Polizeiinspektion;Friesach;9360;Friesach;Herrengasse;8;+43 59133 2122 100;+43;59133;2122;100;109;PI-K-Friesach@polizei.gv.at;14,406217580000000;46,949733739999999
171;619;6090636;001;2;Kärnten;205;Sankt Veit an der Glan;Polizeiinspektion;Klein Sankt Paul;9373;Klein Sankt Paul;Marktstraße;17;+43 59133 2124 100;+43;59133;2124;100;109;PI-K-Klein-St-Paul@polizei.gv.at;14,540796289999999;46,835987090000003
172;620;6093753;001;2;Kärnten;205;Sankt Veit an der Glan;Polizeiinspektion;Launsdorf;9314;Launsdorf;Hauptstraße;12;+43 59133 2125 100;+43;59133;2125;100;109;PI-K-Launsdorf@polizei.gv.at;14,455896980000000;46,768198040000001
173;623;6096683;001;2;Kärnten;205;Sankt Veit an der Glan;Bezirkspolizeikommando;Sankt Veit an der Glan;9300;Sankt Veit an der Glan;Platz-Am-Graben;1;+43 59133 2120 305;+43;59133;2120;305;309;BPK-K-St-Veit-an-der-Glan@polizei.gv.at;14,360620500000000;46,766899109999997
174;625;6097139;001;2;Kärnten;205;Sankt Veit an der Glan;Polizeiinspektion;Strassburg;9341;Straßburg;Hauptstraße;3;+43 59133 2128 100;+43;59133;2128;100;109;PI-K-Strassburg@polizei.gv.at;14,334603310000000;46,895019529999999
175;626;6098118;001;2;Kärnten;205;Sankt Veit an der Glan;Polizeiinspektion;Weitensfeld;9344;Weitensfeld im Gurktal;Marktstraße;17;+43 59133 2131 100;+43;59133;2131;100;109;PI-K-Weitensfeld@polizei.gv.at;14,193000380000001;46,849199519999999
176;627;6123558;001;2;Kärnten;207;Villach (Land);Polizeiinspektion;Afritz am See;9542;Afritz am See;Millstätter Straße;81;+43 59133 2251 100;+43;59133;2251;100;109;PI-K-Afritz-am-See@polizei.gv.at;13,787178050000000;46,726802829999997
177;629;7222368;001;2;Kärnten;207;Villach (Land);Bezirkspolizeikommando;Villach-Land;9601;Arnoldstein;Gendarmeriestraße;1;+43 59133 2250 305;+43;59133;2250;305;309;BPK-K-Villach@polizei.gv.at;13,708310259999999;46,550165759999999
178;630;6126756;001;2;Kärnten;207;Villach (Land);Polizeiinspektion;Bad Bleiberg;9530;Bad Bleiberg;Bleiberger Straße;69;+43 59133 2253 100;+43;59133;2253;100;109;PI-K-Bad-Bleiberg@polizei.gv.at;13,660846240000000;46,627029929999999
179;631;6128537;001;2;Kärnten;207;Villach (Land);Polizeiinspektion;Faak am See-Seedienst;9583;Faak am See;Dietrichsteiner Straße;2;+43 59133 2254 100;+43;59133;2254;100;109;PI-K-Faak-am-See@polizei.gv.at;13,907943430000000;46,565988019999999
180;632;6133724;001;2;Kärnten;207;Villach (Land);Polizeiinspektion;Feistritz an der Drau;9710;Feistritz an der Drau;Villacher Straße;250;+43 59133 2255 100;+43;59133;2255;100;109;PI-K-Feistritz-an-der-Drau@polizei.gv.at;13,665790560000000;46,699615479999999
181;633;6052251;001;2;Kärnten;202;Villach (Stadt);Autobahnpolizeiinspektion;Villach;9523;Landskron;Steinbruchstraße;2b;+43 59133 2266 200;+43;59133;2266;200;209;API-K-Villach@polizei.gv.at;13,900175100000000;46,624553679999998
182;635;6133190;001;2;Kärnten;207;Villach (Land);Polizeiinspektion (SB PDH);Paternion;9711;Paternion;Hauptstraße;78;+43 59133 2258 100;+43;59133;2258;100;109;PI-K-Paternion@polizei.gv.at;13,634700000000000;46,713999999999999
183;639;6138180;001;2;Kärnten;207;Villach (Land);Polizeiinspektion;Sattendorf;9520;Sattendorf;Dorfstraße;35;+43 59133 2262 100;+43;59133;2262;100;109;PI-K-Sattendorf@polizei.gv.at;13,919938200000001;46,664499900000003
184;640;6135681;002;2;Kärnten;207;Villach (Land);Polizeiinspektion;Sankt Jakob im Rosental;9184;Sankt Jakob im Rosental;Rosental Straße;97;+43 59133 2263 100;+43;59133;2263;100;109;PI-K-St-Jakob-im-Rosental@polizei.gv.at;14,060430080000000;46,546822130000002
185;37;7323009;001;3;Niederösterreich;305;Amstetten;Bezirkspolizeikommando;Amstetten;3300;Amstetten;Mozartstraße;31;+43 59133 3100 305;+43;59133;3100;305;309;BPK-N-Amstetten@polizei.gv.at;14,883133890000000;48,124450690000003
186;39;6238748;001;3;Niederösterreich;305;Amstetten;Autobahnpolizeiinspektion;Amstetten;3311;Zeillern;Friedlmühle;9;+43 59133 3101 100;+43;59133;3101;100;209;API-N-Amstetten@polizei.gv.at;14,830690380000000;48,133636469999999
187;42;6223120;001;3;Niederösterreich;305;Amstetten;Polizeiinspektion;Haag;3350;Haag;Höllriglstraße;7;+43 59133 3105 100;+43;59133;3105;100;109;PI-N-Haag@polizei.gv.at;14,567800000000000;48,112299999999998
188;43;7262872;001;3;Niederösterreich;305;Amstetten;Polizeiinspektion;Haidershofen;4431;Haidershofen;Haidershofen;27;+43 59133 3106 100;+43;59133;3106;100;109;PI-N-Haidershofen@polizei.gv.at;14,459878700000001;48,076718020000001
189;45;7045894;001;3;Niederösterreich;305;Amstetten;Polizeiinspektion;Kematen an der Ybbs;3331;Kematen an der Ybbs;1.Straße;41B;+43 59133 3108 100;+43;59133;3108;100;109;PI-N-Kematen-an-der-Ybbs@polizei.gv.at;14,770626300000000;48,028713789999998
190;46;6227825;001;3;Niederösterreich;305;Amstetten;Polizeiinspektion;Oed;3312;Oed;Marktstraße;19;+43 59133 3109 100;+43;59133;3109;100;109;PI-N-Oed@polizei.gv.at;14,742199670000000;48,121700820000001
191;47;6228801;001;3;Niederösterreich;305;Amstetten;Polizeiinspektion;Sankt Georgen am Ybbsfeld;3304;Sankt Georgen am Ybbsfelde;Marktstraße;18;+43 59133 3111 100;+43;59133;3111;100;109;PI-N-St-Georgen-am-Ybbsfelde@polizei.gv.at;14,952390360000001;48,128965289999996
192;48;7377914;001;3;Niederösterreich;305;Amstetten;Polizeiinspektion;Sankt Peter in der Au;3352;Sankt Peter in der Au;Amstettner Straße;15a;+43 59133 3112 100;+43;59133;3112;100;109;PI-N-St-Peter-in-der-Au@polizei.gv.at;14,623043070000000;48,042200790000003
193;49;7321563;001;3;Niederösterreich;305;Amstetten;Polizeiinspektion;Sankt Valentin;4300;Sankt Valentin;Josef-Stöckler-Straße;31;+43 59133 3113 100;+43;59133;3113;100;109;PI-N-St-Valentin@polizei.gv.at;14,539027219999999;48,178604129999997
